,name,price,rating,category,features,n_features,brand_name,capacity_value,capacity_unit,star_rating,has_star_rating,has_inverter,has_wifi,has_voice_control,has_app_control,smart_connectivity_score,model_year,is_recent_model,appliance_age,ac_split,ac_window,ac_pm25_filter,ac_hepa_filter,ac_auto_clean,ac_hot_and_cold,ac_copper_condenser,ac_Dehumidification,ac_Turbo Mode,ac_Self Diagnosis,ref_single_door,ref_multi_door,ref_chest_freezer,ref_side_door,ref_french_door,ref_double_door,ref_triple_door,ref_frost_free,ref_convertible,ref_door_alarm,ref_door_lock,ref_dispenser,ref_door_display,ref_mini,wm_fully_automatic,wm_semi_automatic,wm_with_dryer,wm_washer_only,wm_dryer_only,wm_front_load,wm_top_load,wm_inbuilt_heater,wm_quick_wash,wm_ss_tub,wm_child_lock,wm_shock_proof,wm_display
1689,Haier HRD-2062 185 L 2 Star Single Door Refrigerator,18500,4.05,Refrigerator,"['Single Door', 'Top Mounted Freezer', '185 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Door Alarm', 'Removable Gasket', 'Normal Compressor']",9,Haier,185.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1690,Godrej DH ESNCH 325D 2HCNP RW 302 L Double Door Deep Freezer,24104,4.55,Refrigerator,"['Multi Door', '302 L Capacity', '4 Star Energy Rating', 'Convertible', 'Door Lock', 'Heavy Duty Compressor', '5 years Product Warranty']",7,Godrej,302.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
1691,Liebherr ‎‎‎‎TCHgsB 2411 245 L 2 Star Double Door Refrigerator,23990,4.2,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '245 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Door Alarm', 'Removable Gasket', 'NextGen 8 Step Inverter Compressor']",8,Liebherr,245.0,L,2.0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
1692,Midea MRD187I3XPCW 187 L 3 Star Single Door Refrigerator,21990,4.45,Refrigerator,"['Single Door', 'Top Mounted Freezer', '187 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Reciprocating Compressor']",8,Midea,187.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1693,Rockwell GFR910UC 750 L Triple Door Deep Freezer,64501,4.6,Refrigerator,"['Chest Freezer', '750 L Capacity', '5 Star Energy Rating', 'Convertible', 'Door Lock', 'Heavy Duty Compressor', '1 year Product Warranty', '10 years Compressor Warranty']",8,Rockwell,750.0,L,5.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
1694,Blue Star CFHDD300MEW 300 L Double Door Deep Freezer,28000,4.2,Refrigerator,"['Chest Freezer', '300 L Capacity', 'Door Lock', '4 years Product Warranty']",4,Blue Star,300.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1695,IFB IFBDC-2134DRGE 187 L 4 Star Single Door Refrigerator,16990,4.0,Refrigerator,"['Single Door', 'Top Mounted Freezer', '187 L Capacity', '4 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Child Lock', 'Removable Gasket', 'Reciprocating Compressor']",9,IFB,187.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1696,Midea MRD215D3HPDB 215 L 3 Star Single Door Refrigerator,14990,4.1,Refrigerator,"['Single Door', 'Top Mounted Freezer', '215 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Normal Compressor']",8,Midea,215.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1697,Haier HRB-600MGU1 520 L 3 Star French Door Lumiere Refrigerator,97990,4.5,Refrigerator,"['French Door', '520 L Capacity', 'Digital Display', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Inverter Technology', 'Toughened Glass', 'Moisture Control', 'Convertible', 'Frost Free']",11,Haier,520.0,L,3.0,1,1,1,0,1,2,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,
1698,Haier HFC-325CM5 303 L 5 Star Double Door Deep Freezer,31490,4.1,Refrigerator,"['Chest Freezer', '303 L Capacity', '5 Star Energy Rating', 'Frost Free', 'Door Lock']",5,Haier,303.0,L,5.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1699,Rockwell SFR210GD 180 L Single Door Deep Freezer,35457,4.25,Refrigerator,"['Chest Freezer', '180 L Capacity', 'Door Lock']",3,Rockwell,180.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1700,Haier HRB-600KGU1 520 L 3 Star French Door Lumiere Refrigerator,107990,4.15,Refrigerator,"['French Door', '520 L Capacity', 'Digital Display', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Inverter Technology', 'Toughened Glass', 'Moisture Control', 'Convertible', 'Frost Free']",11,Haier,520.0,L,3.0,1,1,1,0,1,2,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,
1701,Candy CDD2652EMB 240 L 2 Star Double Door Refrigerator,29990,4.05,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '240 L Capacity', '2 Star Energy Rating', 'Inverter Technology', 'Toughened Glass', 'Frost Free', 'Door Alarm']",8,Candy,240.0,L,2.0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,
1702,Godrej DH EPenta 325D 2HCN RW 302 L Double Door Deep Freezer,28527,4.75,Refrigerator,"['Chest Freezer', '302 L Capacity', '4 Star Energy Rating', 'Convertible', 'Door Lock', 'Heavy Duty Compressor', '5 years Product Warranty']",7,Godrej,302.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
1703,Blue Star VC190A 165 L Single Glass Door Visi Cooler,36860,4.05,Refrigerator,"['Single Door', '165 L Capacity', 'Frost Free', 'Door Lock']",4,Blue Star,165.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1704,Blue Star CF2-90NEYW 71 L Single Door Deep Freezer,16390,4.35,Refrigerator,"['Chest Freezer', '71 L Capacity', 'Door Lock', '1 year Product Warranty', '3 years Compressor Warranty']",5,Blue Star,71.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1705,Blue Star CF3-300MEW 301 L Double Door Deep Freezer,25590,4.5,Refrigerator,"['Chest Freezer', '301 L Capacity', '3 Star Energy Rating', 'Convertible', 'Frost Free', 'Door Lock']",6,Blue Star,301.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,
1706,Blue Star CF5-330NEYW 310 L Double Door Deep Freezer,25990,4.7,Refrigerator,"['Chest Freezer', '310 L Capacity', '4 Star Energy Rating', 'Door Lock', '4 years Product Warranty']",5,Blue Star,310.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1707,IFB IFBFF-3152DBSET 265 L 2 Star Double Door Refrigerator,27990,4.55,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '265 L Capacity', '2 Star Energy Rating', 'Inverter Technology', 'Toughened Glass', 'Moisture Control', 'Frost Free', 'Deodorizer']",9,IFB,265.0,L,2.0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1708,Blue Star CF4-230NEQW 215 L Single Door Deep Freezer,21824,4.2,Refrigerator,"['Chest Freezer', '215 L Capacity', '4 Star Energy Rating', 'Frost Free', 'Door Lock']",5,Blue Star,215.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1709,Blue Star CF4-180NEQW 161 L Single Door Deep Freezer,19990,4.0,Refrigerator,"['Chest Freezer', '161 L Capacity', '4 Star Energy Rating', 'Door Lock']",4,Blue Star,161.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1710,Blue Star CF3-130NEQW 108 L Single Door Deep Freezer,25800,4.4,Refrigerator,"['Chest Freezer', '108 L Capacity', '3 Star Energy Rating', 'Door Lock']",4,Blue Star,108.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1711,Blue Star VC325 301 L Single Glass Door Visi Cooler,37490,4.25,Refrigerator,"['Single Door', '301 L Capacity', 'Frost Free', 'Door Lock']",4,Blue Star,301.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1712,Whirlpool 215 IMPC ROY 4S 192 L 4 Star Single Door Refrigerator,16240,4.45,Refrigerator,"['Single Door', 'Top Mounted Freezer', '192 L Capacity', '4 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Door Lock', 'Removable Gasket', 'Normal Compressor']",9,Whirlpool,192.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1713,Blue Star  CF3-300MPW 301 L Double Door Deep Freezer,26590,4.75,Refrigerator,"['Chest Freezer', '301 L Capacity', '3 Star Energy Rating', 'Convertible', 'Door Lock', '4 years Product Warranty']",6,Blue Star,301.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
1714,Godrej RT EONALPHA 270B RI ST GL 233 L 2 Star Double Door Refrigerator,25490,4.6,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '233 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Door Lock', 'Removable Gasket']",8,Godrej,233.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1715,LG GL-D201APIU 185 L 5 Star Single Door Refrigerator,17490,4.35,Refrigerator,"['Single Door', 'Top Mounted Freezer', '185 L Capacity', '5 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Smart Inverter Compressor']",8,LG,185.0,L,5.0,1,1,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1716,LG GL-D201ABIU 185 L 5 Star Single Door Refrigerator,17490,4.7,Refrigerator,"['Single Door', 'Top Mounted Freezer', '185 L Capacity', '5 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Smart Inverter Compressor']",8,LG,185.0,L,5.0,1,1,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1717,Samsung RT38DG5A4DS8 350 L 3 Star Double Door Refrigerator,39990,4.6,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '350 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Deodorizer']",10,Samsung,350.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
1718,Samsung RT38DG5A4DBX 350 L 3 Star Double Door Refrigerator,40490,4.15,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '350 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Deodorizer']",10,Samsung,350.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
1719,Samsung RT38DG5A2BSL 350 L 2 Star Double Door Refrigerator,38990,4.4,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '350 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Deodorizer']",9,Samsung,350.0,L,2.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1720,Western SRC280GL 240 L Single Glass Door Visi Cooler,33500,4.6,Refrigerator,"['Single Door', '240 L Capacity', 'Door Lock']",3,Western,240.0,L,,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1721,Panasonic NR-TG368BPAN 322 L 2 Star Double Door Refrigerator,31494,4.05,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '322 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Convertible', 'Frost Free', 'Door Alarm', 'Removable Gasket']",10,Panasonic,322.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1722,LG GL-B257EET3 650 L 3 Star Side By Side Refrigerator,95990,4.05,Refrigerator,"['Side By Side', 'Side by Side Mounted Freezer', '650 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Inverter Technology', 'Toughened Glass', 'Moisture Control', 'Frost Free']",10,LG,650.0,L,3.0,1,1,1,0,1,2,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1723,Panasonic NR-TG338CPKN 292 L 3 Star Double Door Refrigerator,30994,4.2,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '292 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Convertible', 'Frost Free', 'Door Alarm', 'Removable Gasket']",10,Panasonic,292.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1724,Voltas Beko RDC220B 185 L 4 Star Single Door Refrigerator,17999,4.2,Refrigerator,"['Single Door', 'Top Mounted Freezer', '185 L Capacity', '4 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Reciprocating Compressor']",8,Voltas,185.0,L,4.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1725,Lloyd GLDC203ST2LC 188 L 3 Star Single Door Refrigerator,15090,4.75,Refrigerator,"['Single Door', 'Top Mounted Freezer', '188 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Reciprocatory Compressor']",8,Lloyd,188.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1726,Panasonic NR-TG338BPAN 292 L 2 Star Double Door Refrigerator,31212,4.25,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '292 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Door Alarm', 'Removable Gasket']",8,Panasonic,292.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,
1727,Voltas Beko RDC215D/S0WSR0M0000GO 183 L 2 Star Single Door Refrigerator,12650,4.45,Refrigerator,"['Single Door', 'Top Mounted Freezer', '183 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Removable Gasket', 'Reciprocating Compressor', '1 year Product Warranty']",9,Voltas,183.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1728,Kenstar 183BD3KS24HB 183 L 3 Star Single Door Refrigerator,24990,4.3,Refrigerator,"['Single Door', 'Top Mounted Freezer', '183 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Inverter Compressor']",8,Kenstar,183.0,L,3.0,1,1,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1729,Samsung Bespoke RT45DB6A4B22HL 419 L 2 Star Double Door Refrigerator,51990,4.1,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '419 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Door Alarm', 'Removable Gasket']",8,Samsung,419.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,
1730,Realme TechLife 233MF2RM24C 233 L 2 Star Double Door Refrigerator,19990,4.25,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '233 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Convertible', 'Frost Free', 'Deodorizer', 'Door Alarm']",10,Realme,233.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1731,BPL BRC-F110RBPSKV 85 L 2 Star Single Door Mini Refrigerator,11601,4.1,Refrigerator,"['Single Door', 'Top Mounted Freezer', '85 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Removable Gasket', 'Fixed Speed Compressor', '1 year Product Warranty']",8,BPL,85.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
1732,Samsung RT41DG6A4DSL 396 L 3 Star Double Door Refrigerator,48490,4.3,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '396 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Door Alarm']",9,Samsung,396.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,
1733,Haier HRD-2062PKO-N 185 L 2 Star Single Door Refrigerator,17326,4.15,Refrigerator,"['Single Door', 'Top Mounted Freezer', '185 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Normal Compressor']",8,Haier,185.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1734,IFB IFBFF-2902NKSET 243 L 2 Star Double Door Refrigerator,38000,4.35,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '243 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Frost Free', 'Deodorizer', 'Child Lock', 'Door Lock']",10,IFB,243.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,
1735,Samsung RT41DG6A4DB1 396 L 3 Star Double Door Refrigerator,47490,4.45,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '396 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Door Alarm']",10,Samsung,396.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1736,Samsung RT45DG6A4DB1 419 L 3 Star Double Door Refrigerator,48990,4.55,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '419 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Door Alarm']",10,Samsung,419.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1737,Godrej RF EON 331B RCIT ST RH 308 L 2 Star Double Door Refrigerator,31790,4.45,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '308 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Deodorizer', 'Door Alarm']",9,Godrej,308.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1738,Sharp SJ-DF207N2 187 L 2 Star Single Door Refrigerator,17599,4.4,Refrigerator,"['Single Door', 'Top Mounted Freezer', '187 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Removable Gasket', 'Inverter Compressor', '1 year Product Warranty']",8,Sharp,187.0,L,2.0,1,1,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1739,Samsung RT45DG6A2BS8 419 L 2 Star Double Door Refrigerator,47990,4.25,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '419 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Deodorizer']",9,Samsung,419.0,L,2.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1740,Lloyd GLDC192SCWT4LC 178 L 2 Star Single Door Refrigerator,15990,4.05,Refrigerator,"['Single Door', 'Top Mounted Freezer', '178 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Door Lock', 'Removable Gasket', 'Reciprocating Compressor']",9,Lloyd,178.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1741,Lloyd GLDC192SCBT4LC 178 L 2 Star Single Door Refrigerator,17567,4.6,Refrigerator,"['Single Door', 'Top Mounted Freezer', '178 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Moisture Control', 'Door Lock', 'Removable Gasket', 'Reciprocating Compressor']",9,Lloyd,178.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1742,Samsung RT45DG6A4DSL 419 L 3 Star Double Door Refrigerator,49490,4.65,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '419 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '3 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Door Alarm']",9,Samsung,419.0,L,3.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,
1743,Samsung RT41DG6A2BB1 396 L 2 Star Double Door Refrigerator,53378,4.6,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '396 L Capacity', 'Wi-Fi Connectivity', 'APP Control', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Deodorizer']",10,Samsung,396.0,L,2.0,1,0,1,0,1,2,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
1744,Lloyd GLDC201GSST2JC 188 L 1 Star Single Door Refrigerator,14064,4.6,Refrigerator,"['Single Door', '188 L Capacity', '1 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Normal Compressor', '2 Bottle Shelves']",8,Lloyd,188.0,L,1.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1745,Haier HRD-2105PRD-P 190 L 5 Star Single Door Refrigerator,17900,4.5,Refrigerator,"['Single Door', 'Top Mounted Freezer', '190 L Capacity', '5 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Normal Compressor']",8,Haier,190.0,L,5.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1746,Lloyd GLFF343AMBC1PC 310 L 3 Star Double Door Refrigerator,34690,4.75,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '310 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Removable Gasket', 'Inverter Compressor']",8,Lloyd,310.0,L,3.0,1,1,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1747,Lloyd GLDC201GRRT1JC 188 L 1 Star Single Door Refrigerator,13191,4.45,Refrigerator,"['Single Door', '188 L Capacity', '1 Star Energy Rating', 'Toughened Glass', 'Door Lock', 'Removable Gasket', 'Normal Compressor', '2 Bottle Shelves']",8,Lloyd,188.0,L,1.0,1,0,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1748,Haier HRF-2902CRD-P 240 L 2 Star Double Door Refrigerator,25100,4.3,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '240 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Door Alarm', 'Removable Gasket']",8,Haier,240.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,
1749,Haier HRT-683PNG 598 L Side by Side Refrigerator,109990,4.55,Refrigerator,"['Side By Side', 'Side Mounted Freezer', '598 L Capacity', 'External Digital Display for temperature settings', '3 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Deodorizer']",8,Haier,598.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
1750,Haier HRF-2902CRR-P 240 L 2 Star Double Door Refrigerator,24990,4.4,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '240 L Capacity', '2 Star Energy Rating', 'Toughened Glass', 'Convertible', 'Frost Free', 'Door Alarm', 'Removable Gasket']",9,Haier,240.0,L,2.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
1751,Voltas Beko RFF265C 228 L 3 Star Double Door Refrigerator,23200,4.4,Refrigerator,"['Multi Door', 'Top Mounted Freezer', '228 L Capacity', '3 Star Energy Rating', 'Toughened Glass', 'Frost Free', 'Door Alarm', 'Door Lock', 'Removable Gasket']",9,Voltas,228.0,L,3.0,1,0,0,0,0,0,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,
